Datum;Delta (seit der ersten Buchung);Risikobehafteter Portfolioteil (Weltportfolio);Investiertes Kapital (seit der ersten Buchung);Einlagen / Entnahmen;Gesamtsumme
2019-08-04;825,60;7.547,90;10.500,00;0,00;11.325,60
2019-08-05;649,36;7.355,97;10.500,00;0,00;11.149,36
2019-08-06;630,65;7.332,94;10.500,00;0,00;11.130,65
2019-08-07;625,76;7.310,89;10.500,00;0,00;11.125,76
2019-08-08;766,79;7.464,88;10.500,00;0,00;11.266,79
2019-08-09;710,00;7.422,13;10.500,00;0,00;11.210,00
2019-08-10;710,00;7.422,13;10.500,00;0,00;11.210,00
2019-08-11;710,00;7.422,13;10.500,00;0,00;11.210,00
2019-08-12;678,70;7.377,57;10.500,00;0,00;11.178,70
2019-08-13;772,29;7.456,52;10.500,00;0,00;11.272,29
2019-08-14;676,52;7.344,91;10.500,00;0,00;11.176,52
2019-08-15;706,06;7.354,89;10.500,00;0,00;11.206,06
2019-08-16;765,87;7.421,18;10.500,00;0,00;11.265,87
2019-08-17;765,87;7.421,18;10.500,00;0,00;11.265,87
2019-08-18;765,87;7.421,18;10.500,00;0,00;11.265,87
2019-08-19;805,79;7.478,26;10.500,00;0,00;11.305,79
2019-08-20;797,34;7.454,69;10.500,00;0,00;11.297,34
2019-08-21;837,62;7.496,89;10.500,00;0,00;11.337,62
2019-08-22;795,48;7.462,79;10.500,00;0,00;11.295,48
2019-08-23;689,28;7.353,11;10.500,00;0,00;11.189,28
2019-08-24;689,28;7.353,11;10.500,00;0,00;11.189,28
2019-08-25;689,28;7.353,11;10.500,00;0,00;11.189,28
2019-08-26;721,56;7.385,51;10.500,00;0,00;11.221,56
2019-08-27;770,57;7.413,88;10.500,00;0,00;11.270,57
2019-08-28;801,15;7.431,98;10.500,00;0,00;11.301,15
2019-08-29;884,98;7.517,49;10.500,00;0,00;11.384,98
2019-08-30;931,36;7.569,27;10.500,00;0,00;11.431,36
2019-08-31;931,36;7.569,27;10.500,00;0,00;11.431,36
2019-09-01;931,36;7.569,27;10.500,00;0,00;11.431,36
2019-09-02;932,39;7.573,42;10.500,00;0,00;11.432,39
2019-09-03;932,61;7.560,20;10.500,00;0,00;11.432,61
2019-09-04;987,99;7.623,02;10.500,00;0,00;11.487,99
2019-09-05;1.032,64;7.696,47;10.500,00;0,00;11.532,64
2019-09-06;1.054,97;7.703,80;10.500,00;0,00;11.554,97
2019-09-07;1.054,97;7.703,80;10.500,00;0,00;11.554,97
2019-09-08;1.054,97;7.703,80;10.500,00;0,00;11.554,97
2019-09-09;1.052,77;7.718,40;10.500,00;0,00;11.552,77
2019-09-10;1.026,46;7.703,37;10.500,00;0,00;11.526,46
2019-09-11;1.116,95;7.788,46;10.500,00;0,00;11.616,95
2019-09-12;1.094,84;7.757,89;10.500,00;0,00;11.594,84
2019-09-13;1.094,36;7.774,33;10.500,00;0,00;11.594,36
2019-09-14;1.094,36;7.774,33;10.500,00;0,00;11.594,36
2019-09-15;1.094,36;7.774,33;10.500,00;0,00;11.594,36
2019-09-16;1.154,58;7.827,83;10.500,00;0,00;11.654,58
2019-09-17;1.083,88;7.765,29;10.500,00;0,00;11.583,88
2019-09-18;1.077,25;7.745,58;10.500,00;0,00;11.577,25
2019-09-19;1.121,44;7.789,53;10.500,00;0,00;11.621,44
2019-09-20;1.139,92;7.806,69;10.500,00;0,00;11.639,92
2019-09-21;1.139,92;7.806,69;10.500,00;0,00;11.639,92
2019-09-22;1.139,92;7.806,69;10.500,00;0,00;11.639,92
2019-09-23;1.133,74;7.781,19;10.500,00;0,00;11.633,74
2019-09-24;1.112,33;7.754,62;10.500,00;0,00;11.612,33
2019-09-25;1.094,89;7.739,34;10.500,00;0,00;11.594,89
2019-09-26;1.111,82;7.754,47;10.500,00;0,00;11.611,82
2019-09-27;1.141,49;7.768,30;10.500,00;0,00;11.641,49
2019-09-28;1.141,49;7.768,30;10.500,00;0,00;11.641,49
2019-09-29;1.141,49;7.768,30;10.500,00;0,00;11.641,49
2019-09-30;1.136,85;7.765,58;10.500,00;0,00;11.636,85
2019-10-01;1.066,00;7.701,45;10.500,00;0,00;11.566,00
2019-10-02;910,37;7.550,62;10.500,00;0,00;11.410,37
2019-10-03;910,37;7.550,62;10.500,00;0,00;11.410,37
2019-10-04;1.008,92;7.638,13;10.500,00;0,00;11.508,92
2019-10-05;1.008,92;7.638,13;10.500,00;0,00;11.508,92
2019-10-06;1.008,92;7.638,13;10.500,00;0,00;11.508,92
2019-10-07;1.020,39;7.652,48;10.500,00;0,00;11.520,39
2019-10-08;962,27;7.591,48;10.500,00;0,00;11.462,27
2019-10-09;980,82;7.618,07;10.500,00;0,00;11.480,82
2019-10-10;998,73;7.655,30;10.500,00;0,00;11.498,73
2019-10-11;1.103,50;7.766,07;10.500,00;0,00;11.603,50
2019-10-12;1.103,50;7.766,07;10.500,00;0,00;11.603,50
2019-10-13;1.103,50;7.766,07;10.500,00;0,00;11.603,50
2019-10-14;1.075,46;7.730,47;10.500,00;0,00;11.575,46
2019-10-15;1.110,29;7.768,54;10.500,00;0,00;11.610,29
2019-10-16;1.086,14;7.751,23;10.500,00;0,00;11.586,14
2019-10-17;1.069,03;7.731,84;10.500,00;0,00;11.569,03
2019-10-18;1.037,41;7.706,82;10.500,00;0,00;11.537,41
2019-10-19;1.037,41;7.706,82;10.500,00;0,00;11.537,41
2019-10-20;1.037,41;7.706,82;10.500,00;0,00;11.537,41
2019-10-21;1.045,32;7.723,97;10.500,00;0,00;11.545,32
2019-10-22;1.087,64;7.757,53;10.500,00;0,00;11.587,64
2019-10-23;1.098,73;7.763,82;10.500,00;0,00;11.598,73
2019-10-24;1.151,45;7.814,86;10.500,00;0,00;11.651,45
2019-10-25;1.174,74;7.844,15;10.500,00;0,00;11.674,74
2019-10-26;1.174,74;7.844,15;10.500,00;0,00;11.674,74
2019-10-27;1.174,74;7.844,15;10.500,00;0,00;11.674,74
2019-10-28;1.184,34;7.865,99;10.500,00;0,00;11.684,34
2019-10-29;1.179,86;7.855,75;10.500,00;0,00;11.679,86
2019-10-30;1.162,15;7.837,68;10.500,00;0,00;11.662,15
2019-10-31;1.124,45;7.788,22;10.500,00;0,00;11.624,45
2019-11-01;1.187,55;7.862,36;10.500,00;0,00;11.687,55
2019-11-02;1.187,55;7.862,36;10.500,00;0,00;11.687,55
2019-11-03;1.187,55;7.862,36;10.500,00;0,00;11.687,55
2019-11-04;1.281,06;7.961,03;10.500,00;0,00;11.781,06
2019-11-05;1.331,12;8.015,17;10.500,00;0,00;11.831,12
2019-11-06;1.332,46;8.014,59;10.500,00;0,00;11.832,46
2019-11-07;1.357,21;8.060,34;10.500,00;0,00;11.857,21
2019-11-08;1.336,17;8.031,38;10.500,00;0,00;11.836,17
2019-11-09;1.336,17;8.031,38;10.500,00;0,00;11.836,17
2019-11-10;1.336,17;8.031,38;10.500,00;0,00;11.836,17
2019-11-11;1.271,26;7.983,03;10.500,00;0,00;11.771,26
2019-11-12;1.301,51;8.009,44;10.500,00;0,00;11.801,51
2019-11-13;1.272,66;7.973,99;10.500,00;0,00;11.772,66
2019-11-14;1.256,23;7.951,73;10.500,00;0,00;11.756,23
2019-11-15;1.294,94;7.987,92;10.500,00;0,00;11.794,94
2019-11-16;1.294,94;7.987,92;10.500,00;0,00;11.794,94
2019-11-17;1.294,94;7.987,92;10.500,00;0,00;11.794,94
2019-11-18;1.269,83;7.957,41;10.500,00;0,00;11.769,83
2019-11-19;1.257,73;7.947,35;10.500,00;0,00;11.757,73
2019-11-20;1.261,80;7.948,06;10.500,00;0,00;11.761,80
2019-11-21;1.218,69;7.909,87;10.500,00;0,00;11.718,69
2019-11-22;1.264,83;7.949,65;10.500,00;0,00;11.764,83
2019-11-23;1.264,83;7.949,65;10.500,00;0,00;11.764,83
2019-11-24;1.264,83;7.949,65;10.500,00;0,00;11.764,83
2019-11-25;1.336,81;8.017,79;10.500,00;0,00;11.836,81
2019-11-26;1.323,28;8.003,78;10.500,00;0,00;11.823,28
2019-11-27;1.349,61;8.032,63;10.500,00;0,00;11.849,61
2019-11-28;1.335,16;8.021,54;10.500,00;0,00;11.835,16
2019-11-29;1.273,01;7.959,75;10.500,00;0,00;11.773,01
2019-11-30;1.273,01;7.959,75;10.500,00;0,00;11.773,01
2019-12-01;1.273,01;7.959,75;10.500,00;0,00;11.773,01
2019-12-02;1.157,19;7.862,05;10.500,00;0,00;11.657,19
2019-12-03;1.123,04;7.810,50;10.500,00;0,00;11.623,04
2019-12-04;1.204,17;7.899,31;10.500,00;0,00;11.704,17
2019-12-05;1.189,84;7.894,46;10.500,00;0,00;11.689,84
2019-12-06;1.283,08;7.991,06;10.500,00;0,00;11.783,08
2019-12-07;1.283,08;7.991,06;10.500,00;0,00;11.783,08
2019-12-08;1.283,08;7.991,06;10.500,00;0,00;11.783,08
2019-12-09;1.271,02;7.969,28;10.500,00;0,00;11.771,02
2019-12-10;1.257,23;7.955,85;10.500,00;0,00;11.757,23
2019-12-11;1.282,63;7.973,57;10.500,00;0,00;11.782,63
2019-12-12;1.328,68;8.030,06;10.500,00;0,00;11.828,68
2019-12-13;1.366,49;8.056,11;10.500,00;0,00;11.866,49
2019-12-14;1.366,49;8.056,11;10.500,00;0,00;11.866,49
2019-12-15;1.366,49;8.056,11;10.500,00;0,00;11.866,49
2019-12-16;1.447,32;8.139,94;10.500,00;0,00;11.947,32
2019-12-17;1.451,11;8.137,49;10.500,00;0,00;11.951,11
2019-12-18;1.470,91;8.163,71;10.500,00;0,00;11.970,91
2019-12-19;1.479,02;8.176,26;10.500,00;0,00;11.979,02
2019-12-20;1.544,04;8.240,68;10.500,00;0,00;12.044,04
2019-12-21;1.544,04;8.240,68;10.500,00;0,00;12.044,04
2019-12-22;1.544,04;8.240,68;10.500,00;0,00;12.044,04
2019-12-23;1.528,13;8.226,45;10.500,00;0,00;12.028,13
2019-12-24;1.528,13;8.226,45;10.500,00;0,00;12.028,13
2019-12-25;1.528,13;8.226,45;10.500,00;0,00;12.028,13
2019-12-26;1.528,13;8.226,45;10.500,00;0,00;12.028,13
2019-12-27;1.551,43;8.244,71;10.500,00;0,00;12.051,43
2019-12-28;1.551,43;8.244,71;10.500,00;0,00;12.051,43
2019-12-29;1.551,43;8.244,71;10.500,00;0,00;12.051,43
2019-12-30;1.522,89;8.227,69;10.500,00;0,00;12.022,89
2019-12-31;1.522,89;8.227,69;10.500,00;0,00;12.022,89
2020-01-01;1.522,89;8.227,69;10.500,00;0,00;12.022,89
2020-01-02;1.543,43;8.245,71;10.500,00;0,00;12.043,43
2020-01-03;1.552,25;8.239,65;10.500,00;0,00;12.052,25
2020-01-04;1.552,25;8.239,65;10.500,00;0,00;12.052,25
2020-01-05;1.552,25;8.239,65;10.500,00;0,00;12.052,25
2020-01-06;1.517,97;8.207,89;10.500,00;0,00;12.017,97
2020-01-07;1.555,37;8.247,45;10.500,00;0,00;12.055,37
2020-01-08;1.568,11;8.264,15;10.500,00;0,00;12.068,11
2020-01-09;1.616,00;8.311,68;10.500,00;0,00;12.116,00
2020-01-10;1.627,91;8.320,59;10.500,00;0,00;12.127,91
2020-01-11;1.627,91;8.320,59;10.500,00;0,00;12.127,91
2020-01-12;1.627,91;8.320,59;10.500,00;0,00;12.127,91
2020-01-13;1.617,52;8.321,48;10.500,00;0,00;12.117,52
2020-01-14;1.642,06;8.340,74;10.500,00;0,00;12.142,06
2020-01-15;1.623,49;8.316,17;10.500,00;0,00;12.123,49
2020-01-16;1.641,81;8.346,25;10.500,00;0,00;12.141,81
2020-01-17;1.698,34;8.400,26;10.500,00;0,00;12.198,34
2020-01-18;1.698,34;8.400,26;10.500,00;0,00;12.198,34
2020-01-19;1.698,34;8.400,26;10.500,00;0,00;12.198,34
2020-01-20;1.703,20;8.403,08;10.500,00;0,00;12.203,20
2020-01-21;1.648,66;8.342,78;10.500,00;0,00;12.148,66
2020-01-22;1.667,21;8.351,85;10.500,00;0,00;12.167,21
2020-01-23;1.616,91;8.294,83;10.500,00;0,00;12.116,91
2020-01-24;1.653,13;8.319,29;10.500,00;0,00;12.153,13
2020-01-25;1.653,13;8.319,29;10.500,00;0,00;12.153,13
2020-01-26;1.653,13;8.319,29;10.500,00;0,00;12.153,13
2020-01-27;1.458,63;8.111,11;10.500,00;0,00;11.958,63
2020-01-28;1.522,76;8.179,44;10.500,00;0,00;12.022,76
2020-01-29;1.548,47;8.196,63;10.500,00;0,00;12.048,47
2020-01-30;1.434,46;8.075,78;10.500,00;0,00;11.934,46
2020-01-31;1.338,57;7.972,09;10.500,00;0,00;11.838,57
2020-02-01;1.338,57;7.972,09;10.500,00;0,00;11.838,57
2020-02-02;1.338,57;7.972,09;10.500,00;0,00;11.838,57
2020-02-03;1.363,63;8.002,31;10.500,00;0,00;11.863,63
2020-02-04;1.528,18;8.171,90;10.500,00;0,00;12.028,18
2020-02-05;1.583,99;8.235,15;10.500,00;0,00;12.083,99
2020-02-06;1.629,09;8.281,69;10.500,00;0,00;12.129,09
2020-02-07;1.602,78;8.251,42;10.500,00;0,00;12.102,78
2020-02-08;1.602,78;8.251,42;10.500,00;0,00;12.102,78
2020-02-09;1.602,78;8.251,42;10.500,00;0,00;12.102,78
2020-02-10;1.627,47;8.270,11;10.500,00;0,00;12.127,47
2020-02-11;1.695,40;8.341,16;10.500,00;0,00;12.195,40
2020-02-12;1.770,52;8.414,36;10.500,00;0,00;12.270,52
2020-02-13;1.786,52;8.426,16;10.500,00;0,00;12.286,52
2020-02-14;1.785,32;8.424,12;10.500,00;0,00;12.285,32
2020-02-15;1.785,32;8.424,12;10.500,00;0,00;12.285,32
2020-02-16;1.785,32;8.424,12;10.500,00;0,00;12.285,32
2020-02-17;1.819,86;8.458,06;10.500,00;0,00;12.319,86
2020-02-18;1.764,30;8.401,90;10.500,00;0,00;12.264,30
2020-02-19;1.852,16;8.487,48;10.500,00;0,00;12.352,16
2020-02-20;1.771,90;8.395,38;10.500,00;0,00;12.271,90
2020-02-21;1.719,47;8.340,55;10.500,00;0,00;12.219,47
2020-02-22;1.719,47;8.340,55;10.500,00;0,00;12.219,47
2020-02-23;1.719,47;8.340,55;10.500,00;0,00;12.219,47
2020-02-24;1.489,92;8.108,96;10.500,00;0,00;11.989,92
2020-02-25;1.366,91;7.983,67;10.500,00;0,00;11.866,91
2020-02-26;1.353,31;7.975,95;10.500,00;0,00;11.853,31
2020-02-27;1.055,55;7.685,27;10.500,00;0,00;11.555,55
2020-02-28;808,37;7.427,53;10.500,00;0,00;11.308,37
2020-02-29;808,37;7.427,53;10.500,00;0,00;11.308,37
2020-03-01;808,37;7.427,53;10.500,00;0,00;11.308,37
2020-03-02;938,36;7.552,48;10.500,00;0,00;11.438,36
2020-03-03;986,31;7.579,91;10.500,00;0,00;11.486,31
2020-03-04;1.045,66;7.642,14;10.500,00;0,00;11.545,66
2020-03-05;980,40;7.577,00;10.500,00;0,00;11.480,40
2020-03-06;671,02;7.260,06;10.500,00;0,00;11.171,02
2020-03-07;671,02;7.260,06;10.500,00;0,00;11.171,02
2020-03-08;671,02;7.260,06;10.500,00;0,00;11.171,02
2020-03-09;242,44;6.834,96;10.500,00;0,00;10.742,44
2020-03-10;313,33;6.913,17;10.500,00;0,00;10.813,33
2020-03-11;318,99;6.914,87;10.500,00;0,00;10.818,99
2020-03-12;-409,10;6.214,50;10.500,00;0,00;10.090,90
2020-03-13;-310,63;6.388,09;10.500,00;0,00;10.189,37
2020-03-14;-310,63;6.388,09;10.500,00;0,00;10.189,37
2020-03-15;-310,63;6.388,09;10.500,00;0,00;10.189,37
2020-03-16;-647,57;6.114,76;10.500,00;0,00;9.852,43
2020-03-17;-513,28;6.207,17;10.500,00;0,00;9.986,72
2020-03-18;-858,37;5.945,36;10.500,00;0,00;9.641,63
2020-03-19;-633,23;6.085,06;10.500,00;0,00;9.866,77
2020-03-20;-502,27;6.187,10;10.500,00;0,00;9.997,73
2020-03-21;-502,27;6.187,10;10.500,00;0,00;9.997,73
2020-03-22;-502,27;6.187,10;10.500,00;0,00;9.997,73
2020-03-23;-781,00;5.904,41;10.500,00;0,00;9.719,00
2020-03-24;-405,13;6.322,52;10.500,00;0,00;10.094,87
2020-03-25;-246,54;6.461,31;10.500,00;0,00;10.253,46
2020-03-26;-139,66;6.531,95;10.500,00;0,00;10.360,34
2020-03-27;-336,65;6.328,84;10.500,00;0,00;10.163,35
2020-03-28;-336,65;6.328,84;10.500,00;0,00;10.163,35
2020-03-29;-336,65;6.328,84;10.500,00;0,00;10.163,35
2020-03-30;-258,00;6.404,49;10.500,00;0,00;10.242,00
2020-03-31;-182,40;6.513,21;10.500,00;0,00;10.317,60
2020-04-01;-416,01;6.293,04;10.500,00;0,00;10.083,99
2020-04-02;-282,93;6.393,00;10.500,00;0,00;10.217,07
2020-04-03;-335,37;6.367,20;10.500,00;0,00;10.164,63
2020-04-04;-335,37;6.367,20;10.500,00;0,00;10.164,63
2020-04-05;-335,37;6.367,20;10.500,00;0,00;10.164,63
2020-04-06;-87,15;6.601,26;10.500,00;0,00;10.412,85
2020-04-07;26,54;6.748,67;10.500,00;0,00;10.526,54
2020-04-08;10,69;6.726,22;10.500,00;0,00;10.510,69
2020-04-09;95,60;6.809,09;10.500,00;0,00;10.595,60
2020-04-10;95,60;6.809,09;10.500,00;0,00;10.595,60
2020-04-11;95,60;6.809,09;10.500,00;0,00;10.595,60
2020-04-12;95,60;6.809,09;10.500,00;0,00;10.595,60
2020-04-13;95,60;6.809,09;10.500,00;0,00;10.595,60
2020-04-14;104,57;6.829,94;10.500,00;0,00;10.604,57
2020-04-15;-16,44;6.700,41;10.500,00;0,00;10.483,56
2020-04-16;76,37;6.778,34;10.500,00;0,00;10.576,37
2020-04-17;149,64;6.857,25;10.500,00;0,00;10.649,64
2020-04-18;149,64;6.857,25;10.500,00;0,00;10.649,64
2020-04-19;149,64;6.857,25;10.500,00;0,00;10.649,64
2020-04-20;167,70;6.894,03;10.500,00;0,00;10.667,70
2020-04-21;-97,62;6.632,55;10.500,00;0,00;10.402,38
2020-04-22;46,03;6.786,64;10.500,00;0,00;10.546,03
2020-04-23;131,65;6.863,86;10.500,00;0,00;10.631,65
2020-04-24;66,30;6.781,23;10.500,00;0,00;10.566,30
2020-04-25;66,30;6.781,23;10.500,00;0,00;10.566,30
2020-04-26;66,30;6.781,23;10.500,00;0,00;10.566,30
2020-04-27;163,99;6.871,72;10.500,00;0,00;10.663,99
2020-04-28;235,70;6.938,27;10.500,00;0,00;10.735,70
2020-04-29;337,72;7.035,25;10.500,00;0,00;10.837,72
2020-04-30;276,75;6.949,08;10.500,00;0,00;10.776,75
2020-05-01;276,75;6.949,08;10.500,00;0,00;10.776,75
2020-05-02;276,75;6.949,08;10.500,00;0,00;10.776,75
2020-05-03;276,75;6.949,08;10.500,00;0,00;10.776,75
2020-05-04;71,24;6.753,53;10.500,00;0,00;10.571,24
2020-05-05;253,70;6.940,43;10.500,00;0,00;10.753,70
2020-05-06;195,12;6.901,89;10.500,00;0,00;10.695,12
2020-05-07;291,44;6.979,37;10.500,00;0,00;10.791,44
2020-05-08;332,93;7.029,98;10.500,00;0,00;10.832,93
2020-05-09;332,93;7.029,98;10.500,00;0,00;10.832,93
2020-05-10;332,93;7.029,98;10.500,00;0,00;10.832,93
2020-05-11;321,79;7.028,92;10.500,00;0,00;10.821,79
2020-05-12;327,82;7.023,50;10.500,00;0,00;10.827,82
2020-05-13;229,87;6.909,83;10.500,00;0,00;10.729,87
2020-05-14;157,39;6.842,27;10.500,00;0,00;10.657,39
2020-05-15;164,75;6.850,95;10.500,00;0,00;10.664,75
2020-05-16;164,75;6.850,95;10.500,00;0,00;10.664,75
2020-05-17;164,75;6.850,95;10.500,00;0,00;10.664,75
2020-05-18;387,55;7.078,43;10.500,00;0,00;10.887,55
2020-05-19;375,37;7.054,73;10.500,00;0,00;10.875,37
2020-05-20;404,16;7.084,00;10.500,00;0,00;10.904,16
2020-05-21;332,35;7.008,47;10.500,00;0,00;10.832,35
2020-05-22;310,38;6.984,82;10.500,00;0,00;10.810,38
2020-05-23;310,38;6.984,82;10.500,00;0,00;10.810,38
2020-05-24;310,38;6.984,82;10.500,00;0,00;10.810,38
2020-05-25;421,73;7.093,05;10.500,00;0,00;10.921,73
2020-05-26;427,39;7.105,67;10.500,00;0,00;10.927,39
2020-05-27;400,50;7.074,34;10.500,00;0,00;10.900,50
2020-05-28;451,56;7.116,88;10.500,00;0,00;10.951,56
2020-05-29;356,77;7.016,21;10.500,00;0,00;10.856,77
2020-05-30;356,77;7.016,21;10.500,00;0,00;10.856,77
2020-05-31;356,77;7.016,21;10.500,00;0,00;10.856,77
2020-06-01;356,77;7.016,21;10.500,00;0,00;10.856,77
2020-06-02;547,04;7.213,32;10.500,00;0,00;11.047,04
2020-06-03;633,45;7.323,37;10.500,00;0,00;11.133,45
2020-06-04;563,55;7.239,91;10.500,00;0,00;11.063,55
2020-06-05;739,60;7.426,04;10.500,00;0,00;11.239,60
2020-06-06;739,60;7.426,04;10.500,00;0,00;11.239,60
2020-06-07;739,60;7.426,04;10.500,00;0,00;11.239,60
2020-06-08;724,68;7.398,16;10.500,00;0,00;11.224,68
2020-06-09;680,20;7.358,72;10.500,00;0,00;11.180,20
2020-06-10;682,62;7.358,68;10.500,00;0,00;11.182,62
2020-06-11;456,81;7.110,13;10.500,00;0,00;10.956,81
2020-06-12;504,69;7.153,09;10.500,00;0,00;11.004,69
2020-06-13;504,69;7.153,09;10.500,00;0,00;11.004,69
2020-06-14;504,69;7.153,09;10.500,00;0,00;11.004,69
2020-06-15;423,78;7.070,62;10.500,00;0,00;10.923,78
2020-06-16;646,73;7.292,73;10.500,00;0,00;11.146,73
2020-06-17;653,09;7.296,69;10.500,00;0,00;11.153,09
2020-06-18;658,04;7.286,40;10.500,00;0,00;11.158,04
2020-06-19;729,84;7.354,60;10.500,00;0,00;11.229,84
2020-06-20;729,84;7.354,60;10.500,00;0,00;11.229,84
2020-06-21;729,84;7.354,60;10.500,00;0,00;11.229,84
2020-06-22;677,26;7.297,10;10.500,00;0,00;11.177,26
2020-06-23;726,60;7.351,60;10.500,00;0,00;11.226,60
2020-06-24;586,57;7.204,25;10.500,00;0,00;11.086,57
2020-06-25;602,88;7.217,68;10.500,00;0,00;11.102,88
2020-06-26;592,37;7.199,01;10.500,00;0,00;11.092,37
2020-06-27;592,37;7.199,01;10.500,00;0,00;11.092,37
2020-06-28;592,37;7.199,01;10.500,00;0,00;11.092,37
2020-06-29;600,71;7.213,83;10.500,00;0,00;11.100,71
2020-06-30;636,35;7.248,75;10.500,00;0,00;11.136,35
2020-07-01;670,34;7.298,46;10.500,00;0,00;11.170,34
2020-07-02;800,11;7.418,99;10.500,00;0,00;11.300,11
2020-07-03;793,04;7.413,24;10.500,00;0,00;11.293,04
2020-07-04;793,04;7.413,24;10.500,00;0,00;11.293,04
2020-07-05;793,04;7.413,24;10.500,00;0,00;11.293,04
2020-07-06;919,81;7.533,77;10.500,00;0,00;11.419,81
2020-07-07;901,22;7.512,54;10.500,00;0,00;11.401,22
2020-07-08;877,30;7.483,58;10.500,00;0,00;11.377,30
2020-07-09;881,43;7.483,99;10.500,00;0,00;11.381,43
2020-07-10;905,77;7.510,01;10.500,00;0,00;11.405,77
2020-07-11;905,77;7.510,01;10.500,00;0,00;11.405,77
2020-07-12;905,77;7.510,01;10.500,00;0,00;11.405,77
2020-07-13;968,09;7.583,25;10.500,00;0,00;11.468,09
2020-07-14;844,05;7.449,25;10.500,00;0,00;11.344,05
2020-07-15;914,03;7.519,23;10.500,00;0,00;11.414,03
2020-07-16;855,26;7.462,50;10.500,00;0,00;11.355,26
2020-07-17;875,75;7.485,39;10.500,00;0,00;11.375,75
2020-07-18;875,75;7.485,39;10.500,00;0,00;11.375,75
2020-07-19;875,75;7.485,39;10.500,00;0,00;11.375,75
2020-07-20;917,40;7.520,44;10.500,00;0,00;11.417,40
2020-07-21;991,56;7.590,88;10.500,00;0,00;11.491,56
2020-07-22;905,90;7.497,78;10.500,00;0,00;11.405,90
2020-07-23;922,37;7.513,29;10.500,00;0,00;11.422,37
2020-07-24;794,61;7.391,53;10.500,00;0,00;11.294,61
2020-07-25;794,61;7.391,53;10.500,00;0,00;11.294,61
2020-07-26;794,61;7.391,53;10.500,00;0,00;11.294,61
2020-07-27;771,70;7.362,50;10.500,00;0,00;11.271,70
2020-07-28;821,23;7.412,51;10.500,00;0,00;11.321,23
2020-07-29;823,95;7.413,67;10.500,00;0,00;11.323,95
2020-07-30;739,47;7.322,59;10.500,00;0,00;11.239,47
2020-07-31;699,12;7.284,16;10.500,00;0,00;11.199,12
2020-08-01;699,12;7.284,16;10.500,00;0,00;11.199,12
2020-08-02;699,12;7.284,16;10.500,00;0,00;11.199,12
2020-08-03;853,52;7.439,04;10.500,00;0,00;11.353,52
2020-08-04;876,30;7.452,58;10.500,00;0,00;11.376,30
2020-08-05;898,78;7.482,38;10.500,00;0,00;11.398,78
2020-08-06;892,85;7.469,97;10.500,00;0,00;11.392,85
2020-08-07;905,13;7.484,29;10.500,00;0,00;11.405,13
2020-08-08;905,13;7.484,29;10.500,00;0,00;11.405,13
2020-08-09;905,13;7.484,29;10.500,00;0,00;11.405,13
2020-08-10;929,28;7.494,82;10.500,00;0,00;11.429,28
2020-08-11;974,24;7.550,10;10.500,00;0,00;11.474,24
2020-08-12;990,30;7.571,08;10.500,00;0,00;11.490,30
2020-08-13;945,66;7.538,92;10.500,00;0,00;11.445,66
2020-08-14;930,94;7.522,40;10.500,00;0,00;11.430,94
